,fips,values,colors
279,9001,-0.016678219412850494,#a1d99b
280,9003,0.013296167517569221,#74c476
281,9005,0.0,#ffffff
282,9007,0.0,#ffffff
283,9009,0.011412796972388974,#74c476
284,9011,0.06922342149727682,#74c476
285,9013,0.005089251389595395,#a1d99b
286,9015,-0.03947359360176824,#a1d99b
287,10001,-0.003183693097559905,#a1d99b
288,10003,0.03371167385087165,#74c476
289,10005,0.010317343574391688,#74c476
290,11001,0.01097734304904942,#74c476
291,12001,0.08736790619116583,#74c476
292,12003,0.09500994009939867,#74c476
293,12005,0.0,#ffffff
294,12007,-0.09240328564158298,#a1d99b
295,12009,0.00043527745992177344,#a1d99b
296,12011,0.1250414429223151,#74c476
297,12013,0.0,#ffffff
298,12015,0.010257421312225214,#74c476
299,12017,0.04533774262614654,#74c476
300,12019,0.0,#ffffff
301,12021,0.0,#ffffff
302,12023,0.0,#ffffff
303,12027,0.05388551216214159,#74c476
304,12029,0.0,#ffffff
305,12031,0.0,#ffffff
306,12033,0.0,#ffffff
307,12035,-0.01642149880153118,#a1d99b
308,12037,0.060468361411010856,#74c476
309,12039,0.08228851553531003,#74c476
310,12041,0.18173484395430806,#74c476
311,12043,0.0,#ffffff
312,12045,0.006156055770975725,#a1d99b
313,12047,0.008225243489869038,#a1d99b
314,12049,0.12631474859222355,#74c476
315,12051,-0.0057617074418433575,#a1d99b
316,12053,0.0,#ffffff
317,12055,0.0,#ffffff
318,12057,-0.012223967088783875,#a1d99b
319,12059,0.08201818592081324,#74c476
320,12061,0.0012911725803179813,#a1d99b
321,12063,0.0071360604984151855,#a1d99b
322,12065,0.030867147087680607,#74c476
323,12067,0.05657109755631671,#74c476
324,12069,-0.013771307560905551,#a1d99b
325,12071,-0.02670983695937361,#a1d99b
326,12073,0.0188797713703235,#74c476
327,12075,0.0,#ffffff
328,12077,0.0035687911233919065,#a1d99b
329,12079,0.0,#ffffff
330,12081,0.056034495013194456,#74c476
331,12083,0.010674215165877118,#74c476
332,12085,0.022574807362778174,#74c476
333,12086,-0.0526232762983131,#a1d99b
334,12087,-0.015216726102061227,#a1d99b
335,12089,0.03895853320942329,#74c476
336,12091,0.022114269530100986,#74c476
337,12093,0.0042795646185702614,#a1d99b
338,12095,0.037980611799184175,#74c476
339,12097,0.06927013601550032,#74c476
340,12099,0.0,#ffffff
341,12101,0.0020033152539920564,#a1d99b
342,12103,-0.011656685018938363,#a1d99b
343,12105,-0.025787926412738374,#a1d99b
344,12107,0.040267365103764496,#74c476
345,12109,0.007658162181677387,#a1d99b
346,12111,0.1137025680528848,#74c476
347,12113,0.06357918419059919,#74c476
348,12115,0.03392806094864192,#74c476
349,12117,0.05756588624954521,#74c476
350,12119,0.013830112737206446,#74c476
351,12121,0.0732358512007965,#74c476
352,12123,-0.03979680718514951,#a1d99b
353,12125,0.07801508066120391,#74c476
354,12127,0.07649313659299875,#74c476
355,12129,0.016153386677211813,#74c476
356,12131,0.06795256618796654,#74c476
357,12133,0.16771941260521406,#74c476
358,13001,0.11019783695372008,#74c476
359,13003,0.03600432568756454,#74c476
360,13005,0.15877289566291067,#74c476
361,13007,0.022099671396002347,#74c476
362,13009,0.015603207407169242,#74c476
363,13011,0.07157086094519703,#74c476
364,13013,0.01494111307066033,#74c476
365,13015,0.12181870364981161,#74c476
366,13017,0.026390913343306007,#74c476
367,13019,0.0,#ffffff
368,13021,-0.05619878454521415,#a1d99b
369,13023,-0.03388906414511873,#a1d99b
370,13025,0.0,#ffffff
371,13027,-0.016200180956361946,#a1d99b
372,13029,0.00586918688020467,#a1d99b
373,13031,0.0,#ffffff
374,13033,0.0,#ffffff
375,13035,0.024611361100865724,#74c476
376,13037,0.0,#ffffff
377,13039,0.0,#ffffff
378,13043,0.0,#ffffff
379,13045,0.006312841328971883,#a1d99b
380,13047,0.05578215835757494,#74c476
381,13049,0.0,#ffffff
382,13051,0.0,#ffffff
383,13053,0.0,#ffffff
384,13055,0.0,#ffffff
385,13057,-0.05225703051169973,#a1d99b
386,13059,-0.016771656103900374,#a1d99b
387,13061,-0.011266405951378124,#a1d99b
388,13063,0.06923017433635771,#74c476
389,13065,0.014540241184106165,#74c476
390,13067,-0.005366966706990142,#a1d99b
391,13069,-0.020858507453504555,#a1d99b
392,13071,-0.013720175504096026,#a1d99b
393,13073,-0.00012023564562162217,#a1d99b
394,13075,-0.021746497307119975,#a1d99b
395,13077,0.014122457496776162,#74c476
396,13079,-0.0367083654278116,#a1d99b
397,13081,-0.028330096799945564,#a1d99b
398,13083,-0.08416436625476058,#a1d99b
399,13085,-0.01339651283004079,#a1d99b
400,13087,0.018029680579212008,#74c476
401,13089,0.0,#ffffff
402,13091,0.0,#ffffff
403,13093,-0.008444910978584958,#a1d99b
404,13095,-0.024883547273144114,#a1d99b
405,13097,0.018864467650336208,#74c476
406,13099,0.01480438776780851,#74c476
407,13101,-0.01688492166264666,#a1d99b
408,13103,0.0027293235808537497,#a1d99b
409,13105,-0.01673750998315028,#a1d99b
410,13107,0.03606673494529936,#74c476
411,13109,0.023838464979286766,#74c476
412,13111,-0.01040941129413843,#a1d99b
413,13113,-0.01544870903447828,#a1d99b
414,13115,-0.019898870593377627,#a1d99b
415,13117,0.03166007852656482,#74c476
416,13119,0.01702888817645998,#74c476
417,13121,-0.026329361079678794,#a1d99b
418,13123,-0.0263521813236254,#a1d99b
419,13125,0.09579975254328509,#74c476
420,13127,0.0015506060084431194,#a1d99b
421,13129,0.03290696351454929,#74c476
422,13131,0.0,#ffffff
423,13133,0.04548751565258149,#74c476
424,13135,0.0,#ffffff
425,13137,0.0,#ffffff
426,13139,0.0,#ffffff
427,13141,0.0005195058092132087,#a1d99b
428,13143,0.0,#ffffff
429,13145,0.000995739021250123,#a1d99b
430,13147,0.05728476024380184,#74c476
431,13149,0.0,#ffffff
432,13151,0.0,#ffffff
433,13153,-0.019011669204023435,#a1d99b
434,13155,-0.0010021547941152474,#a1d99b
435,13157,-0.010496562576921093,#a1d99b
436,13159,0.01744885481902691,#74c476
437,13161,0.0,#ffffff
438,13163,0.02789902597774432,#74c476
439,13165,-0.028956256872895113,#a1d99b
440,13167,0.0015508850296772063,#a1d99b
441,13169,0.00495880654015236,#a1d99b
442,13171,0.00914355265657965,#a1d99b
443,13173,0.020581351228120753,#74c476
444,13175,0.017249328512396325,#74c476
445,13177,0.0,#ffffff
446,13179,0.008241926421947621,#a1d99b
447,13181,0.030825991128082087,#74c476
448,13183,0.0,#ffffff
449,13185,0.010021961791883905,#74c476
450,13187,0.0,#ffffff
451,13189,0.044469362102799434,#74c476
452,13191,0.0,#ffffff
453,13193,0.004338098992329036,#a1d99b
454,13195,0.0,#ffffff
455,13197,0.027109724687653776,#74c476
456,13199,-0.05110739537012251,#a1d99b
457,13201,-0.04079331323137361,#a1d99b
458,13205,0.012698421115017549,#74c476
459,13207,-0.000504854305112415,#a1d99b
460,13209,-0.021354044930968492,#a1d99b
461,13211,-0.004563004687204715,#a1d99b
462,13213,-0.01657915102501846,#a1d99b
463,13215,-0.01674878583238333,#a1d99b
464,13217,0.02434762794361444,#74c476
465,13219,-0.01987018699009407,#a1d99b
466,13221,0.05700922429129498,#74c476
467,13223,0.061700076229320354,#74c476
468,13225,-0.3235106946837511,#c7e9c0
469,13227,0.036839297729501556,#74c476
470,13229,0.0,#ffffff
471,13231,-0.007688208531498249,#a1d99b
472,13233,0.06342570715793504,#74c476
473,13235,0.0537401607272403,#74c476
474,13237,0.0,#ffffff
475,13239,-0.08088491661993509,#a1d99b
476,13241,0.1556206343010742,#74c476
477,13243,-0.004563272869973544,#a1d99b
478,13245,-0.02307669754428616,#a1d99b
479,13247,-0.04377056880366919,#a1d99b
480,13249,0.10289814584914192,#74c476
481,13251,0.02161166159394324,#74c476
482,13253,-0.047391599221252884,#a1d99b
483,13255,0.0,#ffffff
484,13257,0.015949569142536472,#74c476
485,13259,0.006387396779111008,#a1d99b
486,13261,0.03605400920290082,#74c476
487,13263,0.011355790541090548,#74c476
488,13265,0.040160114679540525,#74c476
489,13267,-0.007057416824805219,#a1d99b
490,13269,0.0,#ffffff
491,13271,0.046493471303464096,#74c476
492,13273,-0.06859711672641407,#a1d99b
493,13275,0.013879814920298,#74c476
494,13277,-0.020949924921762016,#a1d99b
495,13279,-0.008992983016571025,#a1d99b
496,13281,0.0026678340524101144,#a1d99b
497,13283,0.0,#ffffff
498,13285,-0.032426050468909694,#a1d99b
499,13287,-0.02769909548979362,#a1d99b
500,13289,0.3928757098930509,#41ab5d
501,13291,0.10151819589249325,#74c476
502,13293,0.0,#ffffff
503,13295,0.26690306834422955,#41ab5d
504,13297,-0.007070167403951815,#a1d99b
505,13299,-0.023838847404502726,#a1d99b
506,13301,-0.01576503939565191,#a1d99b
507,13303,-0.0031096365922963836,#a1d99b
508,13305,0.018460662945269345,#74c476
509,13307,-0.004643996088705118,#a1d99b
510,13309,0.01512494666589678,#74c476
511,13311,0.02144092472185048,#74c476
512,13313,0.18208057101828332,#74c476
513,13315,-0.009397905501784586,#a1d99b
514,13317,0.007156767910212813,#a1d99b
515,13319,-0.050365453216444075,#a1d99b
516,13321,-0.0066633782830491355,#a1d99b
517,16001,0.016325565167870777,#74c476
518,16003,0.005353529813485235,#a1d99b
519,16005,-0.007070101672233645,#a1d99b
520,16007,-0.031244904938796607,#a1d99b
521,16009,0.0970240631423127,#74c476
522,16011,0.007533275644979064,#a1d99b
523,16013,0.004202126905573603,#a1d99b
524,16015,-0.046081244425353995,#a1d99b
525,16017,0.11446866753168865,#74c476
526,16019,0.010225813924279159,#74c476
527,16021,0.015490399587530016,#74c476
528,16023,-0.015991906068090853,#a1d99b
529,16025,0.0015405193172405881,#a1d99b
530,16027,0.017825138514428608,#74c476
531,16029,-0.007483764290111619,#a1d99b
532,16031,-0.006363647914193403,#a1d99b
533,16033,-0.03343486576378353,#a1d99b
534,16035,0.0,#ffffff
535,16037,0.0,#ffffff
536,16039,0.07110191452805575,#74c476
537,16041,0.0,#ffffff
538,16043,0.0014958587083088663,#a1d99b
539,16045,0.02268011800864383,#74c476
540,16047,-0.0063107892604186405,#a1d99b
541,16049,0.008783676689962617,#a1d99b
542,16051,-0.005409694907022926,#a1d99b
543,16053,-0.008692898751701057,#a1d99b
544,16055,0.024811720796175656,#74c476
545,16057,0.009625482137225225,#a1d99b
546,16059,0.01571880520662101,#74c476
547,16061,0.0,#ffffff
548,16063,-0.017322924736583215,#a1d99b
549,16065,0.017546316531448027,#74c476
550,16067,-0.024782937626502525,#a1d99b
551,16069,0.0,#ffffff
552,16071,0.15755844263880942,#74c476
553,16073,-0.044145652693582615,#a1d99b
554,16075,-0.012470141782689547,#a1d99b
555,16077,0.0,#ffffff
556,16079,-0.025340461553915082,#a1d99b
557,16081,0.015479107862281695,#74c476
558,16083,-0.09808363893630431,#a1d99b
559,16085,-0.026417568206344135,#a1d99b
560,16087,0.0,#ffffff
561,17001,-0.001200785202861262,#a1d99b
562,17003,-0.042413034878416536,#a1d99b
563,17005,0.018131420136506256,#74c476
564,17007,-0.0196577753799385,#a1d99b
565,17009,0.11238536805651542,#74c476
566,17011,0.02128842720180076,#74c476
567,17013,0.12693078729174767,#74c476
568,17015,0.12862666399666373,#74c476
569,17017,0.0933657374709856,#74c476
570,17019,-6.14611912294021e-05,#a1d99b
571,17021,0.0,#ffffff
572,17023,-0.010700206216819781,#a1d99b
573,17025,0.12902729640693,#74c476
574,17027,-0.030294174467173616,#a1d99b
575,17029,0.0,#ffffff
576,17031,0.0,#ffffff
577,17033,0.010822911777040662,#74c476
578,17035,0.020965756645383943,#74c476
579,17037,0.38138569052973104,#41ab5d
580,17039,0.020940351486365208,#74c476
581,17041,0.0,#ffffff
582,17043,0.0553933373308986,#74c476
583,17045,-0.03096551715606411,#a1d99b
584,17047,0.0,#ffffff
585,17049,-0.0274696615284123,#a1d99b
586,17051,0.0,#ffffff
587,17053,0.14257936552537276,#74c476
588,17055,0.09647492756453754,#74c476
589,17057,0.06841898199707339,#74c476
590,17059,0.0,#ffffff
591,17061,-0.007237885927396039,#a1d99b
592,17063,0.025409045938882407,#74c476
593,17065,0.0,#ffffff
594,17067,-0.01312571503945799,#a1d99b
595,17069,0.16122372398615542,#74c476
596,17071,0.21480296803432147,#41ab5d
597,17073,-0.03741914157896079,#a1d99b
598,17075,0.15104134455507706,#74c476
599,17077,0.0,#ffffff
600,17079,0.0008546544358198633,#a1d99b
601,17081,0.024276130413574553,#74c476
602,17083,0.019622570653418898,#74c476
603,17085,0.3595655144330912,#41ab5d
604,17087,0.09349735367384075,#74c476
605,17089,0.0,#ffffff
606,17091,-0.0010089854752335294,#a1d99b
607,17093,0.016710094370786046,#74c476
608,17095,0.17667561339697133,#74c476
609,17097,0.012449802857669152,#74c476
610,17099,0.010794553389855613,#74c476
611,17101,0.16045944296715037,#74c476
612,17103,0.0,#ffffff
613,17105,0.034937596325524324,#74c476
614,17107,0.008600929791425656,#a1d99b
615,17109,-0.013100082326142903,#a1d99b
616,17111,0.17221701783972485,#74c476
617,17113,0.21599999731513073,#41ab5d
618,17115,-0.03202310008138254,#a1d99b
619,17117,0.0,#ffffff
620,17119,0.024084550833120385,#74c476
621,17121,0.19662883781907178,#74c476
622,17123,0.04564246594113602,#74c476
623,17125,0.02270586228724822,#74c476
624,17127,0.06405095060997303,#74c476
625,17129,0.0004043624110778788,#a1d99b
626,17131,0.033882574230262405,#74c476
627,17133,0.616545970270036,#005ad2c
628,17135,0.0,#ffffff
629,17137,-0.012278082062359037,#a1d99b
630,17139,-0.0025691304445460096,#a1d99b
631,17141,0.010908210444142082,#74c476
632,17143,0.0034236266219822113,#a1d99b
633,17145,0.003701802184612721,#a1d99b
634,17147,0.074368625752458,#74c476
635,17149,0.04685147962296357,#74c476
636,17151,0.005865637923817289,#a1d99b
637,17153,0.0019091156632924503,#a1d99b
638,17155,0.0,#ffffff
639,17157,-0.001747999451261643,#a1d99b
640,17159,0.01506674742038668,#74c476
641,17161,0.04290411982181236,#74c476
642,17163,-0.028245204416907865,#a1d99b
643,17165,-0.004781249917414502,#a1d99b
644,17167,0.01780304027793187,#74c476
645,17169,0.055195908083811376,#74c476
646,17171,0.035831098062838095,#74c476
647,17173,0.009926422893634572,#74c476
648,17175,0.5002123239516535,#238b45
649,17177,-0.0032785128059215243,#a1d99b
650,17179,0.0,#ffffff
651,17181,3.8317688242492144e-05,#a1d99b
652,17183,0.045413722289519814,#74c476
653,17185,-0.0015415886961824973,#a1d99b
654,17187,0.11713369296042168,#74c476
655,17189,-0.024552782947364727,#a1d99b
656,17191,0.0015092154475144486,#a1d99b
657,17193,0.0347465151075748,#74c476
658,17195,0.00014559551947232515,#a1d99b
659,17197,0.01016967126988771,#74c476
660,17199,0.2180495923837499,#41ab5d
661,17201,0.24973761281323,#41ab5d
662,17203,0.0,#ffffff
663,18001,0.003700851495927223,#a1d99b
664,18003,0.0010592102004962107,#a1d99b
665,18005,0.0,#ffffff
666,18007,-0.000818633976278874,#a1d99b
667,18009,0.014224002548237143,#74c476
668,18011,0.010168833046188666,#74c476
669,18013,0.012565009891035542,#74c476
670,18015,0.09795498571124904,#74c476
671,18017,0.004537326946469007,#a1d99b
672,18019,0.0,#ffffff
673,18021,0.0,#ffffff
674,18023,0.0,#ffffff
675,18025,-0.011857914429851815,#a1d99b
676,18027,-0.0006986383608908512,#a1d99b
677,18029,0.0,#ffffff
678,18031,0.008072140950617146,#a1d99b
679,18033,0.0,#ffffff
680,18035,0.03147612297503935,#74c476
681,18037,0.0,#ffffff
682,18039,0.0,#ffffff
683,18041,0.0,#ffffff
684,18043,0.0,#ffffff
685,18045,0.0,#ffffff
686,18047,0.0,#ffffff
687,18049,0.0,#ffffff
688,18051,0.0,#ffffff
689,18053,0.0,#ffffff
690,18055,0.0,#ffffff
691,18057,0.0,#ffffff
692,18059,0.0,#ffffff
693,18061,0.0,#ffffff
694,18063,0.0,#ffffff
695,18065,0.0,#ffffff
696,18067,0.0,#ffffff
697,18069,0.0,#ffffff
698,18071,0.0,#ffffff
699,18073,0.0,#ffffff
700,18075,0.0,#ffffff
701,18077,0.0,#ffffff
702,18079,0.0,#ffffff
703,18081,0.0,#ffffff
704,18083,0.0,#ffffff
705,18085,0.0,#ffffff
706,18087,0.0,#ffffff
707,18089,0.0,#ffffff
708,18091,0.0,#ffffff
709,18093,0.0,#ffffff
710,18095,0.0,#ffffff
711,18097,0.0,#ffffff
712,18099,-0.01048696817438658,#a1d99b
713,18101,0.0,#ffffff
714,18103,0.0,#ffffff
715,18105,0.0,#ffffff
716,18107,0.0,#ffffff
717,18109,-0.03315321853178086,#a1d99b
718,18111,0.0,#ffffff
719,18113,-0.024952823141541552,#a1d99b
720,18115,0.0025537011793930393,#a1d99b
721,18117,0.0,#ffffff
722,18119,0.0,#ffffff
723,18121,-0.11853188636110855,#a1d99b
724,18123,0.14471340237736538,#74c476
725,18125,0.012643666240842686,#74c476
726,18127,0.24435635606132333,#41ab5d
727,18129,0.0,#ffffff
728,18131,0.0,#ffffff
729,18133,0.0,#ffffff
730,18135,0.0,#ffffff
731,18137,0.0,#ffffff
732,18139,0.0,#ffffff
733,18141,0.0,#ffffff
734,18143,0.0,#ffffff
735,18145,0.026566419537447622,#74c476
736,18147,0.0,#ffffff
737,18149,0.0,#ffffff
738,18151,0.0,#ffffff
739,18153,0.0,#ffffff
740,18155,0.0,#ffffff
741,18157,0.0,#ffffff
